#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A1878C
#Date Time: 2024-04-19 11:21:02.549
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 9.7 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
0.00023184,0.398619070280318,-9.026375277869942
0.00023247,0.398619070280318,-8.985899852164533
0.0002331,0.398619070280318,-8.941744842304086
0.00023373,0.4060536848129305,-8.901269416598677
0.00023436,0.4060536848129305,-8.860793990893267
0.00023499,0.398619070280318,-8.835036901808007
0.00023562,0.398619070280318,-8.927026505683937
0.00023625,0.398619070280318,-9.022695693714905
0.00023688,0.3949017630140116,-9.12204446590091
0.00023751,0.3949017630140116,-9.18827698069158
0.00023814,0.3911844557477053,-9.265548247947361
0.00023877,0.3949017630140116,-9.324421594427957
0.0002394,0.3949017630140116,-9.383294940908552
0.00024003,0.3911844557477053,-9.427449950768999
0.00024066,0.3949017630140116,-9.471604960629445
0.00024129,0.398619070280318,-9.497362049714706
0.00024192,0.3949017630140116,-9.526798722955004
0.00024255,0.3911844557477053,-9.534157891265078
0.00024318,0.3949017630140116,-9.548876227885227
0.00024381,0.3949017630140116,-9.54519664373019
0.00024444,0.398619070280318,-9.537837475420115
0.00024507,0.3949017630140116,-9.519439554644929
0.0002457,0.398619070280318,-9.493682465559669
0.00024633,0.3949017630140116,-9.464245792319371
0.00024696,0.3949017630140116,-9.431129534924036
0.00024759,0.398619070280318,-9.379615356753515
0.00024822,0.3949017630140116,-9.331780762738031
0.00024885,0.3911844557477053,-9.283946168722547
0.00024948,0.3911844557477053,-9.21403406977684
0.00025011,0.398619070280318,-9.166199475761356
0.00025074,0.398619070280318,-9.12204446590091
0.00025137,0.398619070280318,-9.085248624350537
0.000252,0.3911844557477053,-9.037414030335054
0.00025263,0.387467148481399,-8.993259020474607
0.00025326,0.387467148481399,-8.94910401061416
0.00025389,0.3949017630140116,-8.919667337373863
0.00025452,0.398619070280318,-8.871832743358379
0.00025515,0.3949017630140116,-8.915987753218825
0.00025578,0.3911844557477053,-9.01533652540483
0.00025641,0.3949017630140116,-9.111005713435798
0.00025704,0.398619070280318,-9.18827698069158
0.00025767,0.3949017630140116,-9.261868663792324
0.0002583,0.3949017630140116,-9.335460346893068
0.00025893,0.3911844557477053,-9.390654109218627
0.00025956,0.387467148481399,-9.445847871544185
0.00026019,0.3911844557477053,-9.490002881404632
0.00026082,0.3949017630140116,-9.523119138799967
0.00026145,0.398619070280318,-9.548876227885227
0.00026208,0.398619070280318,-9.559914980350339
0.00026271,0.3949017630140116,-9.563594564505376
0.00026334,0.3911844557477053,-9.57095373281545
0.00026397,0.3911844557477053,-9.559914980350339
0.0002646,0.3949017630140116,-9.552555812040264
0.00026523,0.3949017630140116,-9.530478307110041
0.00026586,0.3949017630140116,-9.50472121802478
0.00026649,0.398619070280318,-9.464245792319371
0.00026712,0.3949017630140116,-9.420090782458924
0.00026775,0.4023363775466242,-9.364897020133366
0.00026838,0.3911844557477053,-9.328101178582994
0.00026901,0.3911844557477053,-9.261868663792324
0.00026964,0.3911844557477053,-9.21403406977684
